schema,table,column,data_type
public,BSEG,penfc,text
public,BSEG,pendays,text
public,BSEG,penrc,text
public,BSEG,grant_nbr,text
public,BSEG,sctax,text
public,BSEG,fkber_long,text
public,BSEG,gmvkz,text
public,BSEG,srtype,text
public,BSEG,intreno,text
public,BSEG,measure,text
public,BSEG,auggj,text
public,BSEG,ppa_ex_ind,text
public,BSEG,docln,text
public,BSEG,segment,text
public,BSEG,psegment,text
public,BSEG,pfkber,text
public,BSEG,hktid,text
public,BSEG,kstar,text
public,BSEG,xlgclr,text
public,BSEG,taxps,text
public,BSEG,pays_prov,text
public,BSEG,pays_tran,text
public,BSEG,mndid,text
public,BSEG,xfrge_bseg,text
public,BSEG,squan,text
public,BSEG,zzspreg,text
public,BSEG,zzbuspartn,text
public,BSEG,zzchan,text
public,BSEG,zzproduct,text
public,BSEG,zzloca,text
public,BSEG,zzlob,text
public,BSEG,zzuserfld1,text
public,BSEG,zzuserfld2,text
public,BSEG,zzuserfld3,text
public,BSEG,zzstate,text
public,BSEG,zzregion,text
public,BSEG,re_bukrs,text
public,BSEG,re_account,text
public,BSEG,pgeber,text
public,BSEG,pgrant_nbr,text
public,BSEG,budget_pd,text
public,BSEG,pbudget_pd,text
public,BSEG,j_1tpbupl,text
public,BSEG,perop_beg,text
public,BSEG,perop_end,text
public,BSEG,fastpay,text
public,BSEG,ignr_ivref,text
public,BSEG,fmfgus_key,text
public,BSEG,fmxdocnr,text
public,BSEG,fmxyear,text
public,BSEG,fmxdocln,text
public,BSEG,fmxzekkn,text
public,BSEG,prodper,text
public,BSEG,gst_part,text
public,BSEG,plc_sup,text
public,BSEG,hsn_sac,text
public,BSEG,recrf,text
public,BSEG,inward_no,text
public,BSEG,inward_dt,text
public,BSEG,ground_no,text
public,BSEG,ground_dt,text
public,BSEG,ground_typ,text
public,BSEG,pymtkey,text
public,CABN,mandt,text
public,CABN,atinn,text
public,CABN,adzhl,text
public,CABN,atnam,text
public,CABN,atidn,text
public,CABN,atfor,text
public,CABN,anzst,text
public,CABN,anzdz,text
public,CABN,atvor,text
public,CABN,atsch,text
public,CABN,atkle,text
public,CABN,atkon,text
public,CABN,atend,text
public,CABN,ataen,text
public,CABN,atkla,text
public,CABN,aterf,text
public,CABN,atein,text
public,CABN,atame,text
public,CABN,atwme,text
public,CABN,msehi,text
public,CABN,atdim,text
public,CABN,atglo,text
public,CABN,atgla,text
public,CABN,atint,text
public,CABN,atuns,text
public,CABN,atson,text
public,CABN,attab,text
public,CABN,atfel,text
public,CABN,attei,text
public,CABN,atprt,text
public,CABN,atprr,text
public,CABN,atprf,text
public,CABN,atwrd,text
public,CABN,atfod,text
public,CABN,athie,text
public,CABN,atdex,text
public,CABN,atfga,text
public,CABN,atvsc,text
public,CABN,aname,text
public,CABN,adatu,text
public,CABN,vname,text
public,CABN,vdatu,text
public,CABN,atxac,text
public,CABN,atyac,text
public,CABN,atmst,text
public,CABN,atwso,text
public,CABN,atbso,text
public,CABN,datuv,text
public,CABN,techv,text
public,CABN,aennr,text
public,CABN,lkenz,text
public,CABN,atwri,text
public,CABN,dokar,text
public,CABN,doknr,text
public,CABN,dokvr,text
public,CABN,doktl,text
public,CABN,knobj,text
public,CABN,atinp,text
public,CABN,atvie,text
public,CABN,werks,text
public,CABN,katalogart,text
public,CABN,auswahlmge,text
public,CABN,athka,text
public,CABN,athko,text
public,CABN,clint,text
public,CABN,attol,text
public,CABN,atzus,text
public,CABN,atvpl,text
public,CABN,atauth,text
public,CABN,countrygrp,text
public,CABN,/ACCGO/GDC_FLAG,text
public,CABN,/ACCGO/MATERIAL,text
public,CABN,/ACCGO/CALC_RULE,text
public,CE1BGIS,mandt,text
public,CE1BGIS,paledger,text
public,CE1BGIS,vrgar,text
public,CE1BGIS,versi,text
public,CE1BGIS,perio,text
public,CE1BGIS,paobjnr,text
public,CE1BGIS,pasubnr,text
public,CE1BGIS,belnr,text
public,CE1BGIS,posnr,text
public,CE1BGIS,hzdat,text
public,CE1BGIS,usnam,text
public,CE1BGIS,gjahr,text
public,CE1BGIS,perde,text
public,CE1BGIS,wadat,text
public,CE1BGIS,fadat,text
public,CE1BGIS,budat,text
public,CE1BGIS,altperio,text
public,CE1BGIS,papaobjnr,text
public,CE1BGIS,papasubnr,text
public,CE1BGIS,kndnr,text
public,CE1BGIS,artnr,text
public,CE1BGIS,fkart,text
public,CE1BGIS,frwae,text
public,CE1BGIS,kursf,text
public,CE1BGIS,kursbk,text
public,CE1BGIS,kurskz,text
public,CE1BGIS,rec_waers,text
public,CE1BGIS,kaufn,text
public,CE1BGIS,kdpos,text
public,CE1BGIS,rkaufnr,text
public,CE1BGIS,skost,text
public,CE1BGIS,prznr,text
public,CE1BGIS,bukrs,text
public,CE1BGIS,kokrs,text
public,CE1BGIS,werks,text
public,CE1BGIS,gsber,text
public,CE1BGIS,vkorg,text
public,CE1BGIS,vtweg,text
public,CE1BGIS,spart,text
public,CE1BGIS,hrkft,text
public,CE1BGIS,plikz,text
public,CE1BGIS,kstar,text
public,CE1BGIS,pspnr,text
public,CE1BGIS,kstrg,text
public,CE1BGIS,rbeln,text
public,CE1BGIS,rposn,text
public,CE1BGIS,sto_belnr,text
public,CE1BGIS,sto_posnr,text
public,CE1BGIS,prctr,text
public,CE1BGIS,pprctr,text
public,CE1BGIS,rkestatu,text
public,CE1BGIS,timestmp,text
public,CE1BGIS,copa_awtyp,text
public,CE1BGIS,copa_aworg,text
public,CE1BGIS,copa_bwzpt,text
public,CE1BGIS,copa_awsys,text
public,CE1BGIS,brsch,text
public,CE1BGIS,bzirk,text
public,CE1BGIS,kdgrp,text
public,CE1BGIS,kmvkbu,text
public,CE1BGIS,kmvtnr,text
public,CE1BGIS,matkl,text
public,CE1BGIS,vkgrp,text
public,CE1BGIS,kmwnhg,text
public,CE1BGIS,land1,text
public,CE1BGIS,regio,text
public,CE1BGIS,kwsvme_me,text
public,CE1BGIS,kwbrum,text
public,CE1BGIS,kwboni,text
public,CE1BGIS,kwkdrb,text
public,CE1BGIS,kwmgrb,text
public,CE1BGIS,kwmarb,text
public,CE1BGIS,kwskto,text
public,CE1BGIS,kwvkpv,text
public,CE1BGIS,kwvsek,text
public,CE1BGIS,kwklfk,text
public,CE1BGIS,kwmagk,text
public,CE1BGIS,kwmaek,text
public,CE1BGIS,kwfkfx,text
public,CE1BGIS,kwfkva,text
public,CE1BGIS,kwabmg,text
public,CE1BGIS,kwabpr,text
public,CE1BGIS,kwabsg,text
public,CE1BGIS,kwgohd,text
public,CE1BGIS,kwmkdp,text
public,CE1BGIS,kwsohd,text
public,CE1BGIS,kwfoen,text
public,CE1BGIS,kwsgek,text
public,CE1BGIS,kwsvme,text
public,CE1IDEA,mandt,text
public,CE1IDEA,paledger,text
public,CE1IDEA,vrgar,text
public,CE1IDEA,versi,text
public,CE1IDEA,perio,text
public,CE1IDEA,paobjnr,text
public,CE1IDEA,pasubnr,text
public,CE1IDEA,belnr,text
public,CE1IDEA,posnr,text
public,CE1IDEA,hzdat,text
public,CE1IDEA,usnam,text
public,CE1IDEA,gjahr,text
public,CE1IDEA,perde,text
public,CE1IDEA,wadat,text
public,CE1IDEA,fadat,text
public,CE1IDEA,budat,text
public,CE1IDEA,altperio,text
public,CE1IDEA,papaobjnr,text
public,CE1IDEA,papasubnr,text
public,CE1IDEA,kndnr,text
public,CE1IDEA,artnr,text
public,CE1IDEA,fkart,text
public,CE1IDEA,frwae,text
public,CE1IDEA,kursf,text
public,CE1IDEA,kursbk,text
public,CE1IDEA,kurskz,text
public,CE1IDEA,rec_waers,text
public,CE1IDEA,kaufn,text
public,CE1IDEA,kdpos,text
public,CE1IDEA,rkaufnr,text
public,CE1IDEA,skost,text
public,CE1IDEA,prznr,text
public,CE1IDEA,bukrs,text
public,CE1IDEA,kokrs,text
public,CE1IDEA,werks,text
public,CE1IDEA,gsber,text
public,CE1IDEA,vkorg,text
public,CE1IDEA,vtweg,text
public,CE1IDEA,spart,text
public,CE1IDEA,hrkft,text
public,CE1IDEA,plikz,text
public,CE1IDEA,kstar,text
public,CE1IDEA,pspnr,text
public,CE1IDEA,kstrg,text
public,CE1IDEA,rbeln,text
public,CE1IDEA,rposn,text
public,CE1IDEA,sto_belnr,text
public,CE1IDEA,sto_posnr,text
public,CE1IDEA,prctr,text
public,CE1IDEA,pprctr,text
public,CE1IDEA,rkestatu,text
public,CE1IDEA,timestmp,text
public,CE1IDEA,copa_awtyp,text
public,CE1IDEA,copa_aworg,text
public,CE1IDEA,copa_bwzpt,text
public,CE1IDEA,copa_awsys,text
public,CE1IDEA,matkl,text
public,CE1IDEA,mvgr1,text
public,CE1IDEA,wwph1,text
public,CE1IDEA,wwph2,text
public,CE1IDEA,wwph3,text
public,CE1IDEA,wwprc,text
public,CE1IDEA,wwsop,text
public,CE1IDEA,wwsbu,text
public,CE1IDEA,kdgrp,text
public,CE1IDEA,kukla,text
public,CE1IDEA,bzirk,text
public,CE1IDEA,brsch,text
public,CE1IDEA,wwreg,text
public,CE1IDEA,land1,text
public,CE1IDEA,kunwe,text
public,CE1IDEA,wwcst,text
public,CE1IDEA,wwrst,text
public,CE1IDEA,hie01,text
public,CE1IDEA,hie02,text
public,CE1IDEA,hie03,text
public,CE1IDEA,vrtnr,text
public,CE1IDEA,vkbur,text
public,CE1IDEA,vkgrp,text
public,CE1IDEA,wwici,text
public,CE1IDEA,augru,text
public,CE1IDEA,wwpro,text
public,CE1IDEA,wwsdl,text
public,CE1IDEA,paph1,text
public,CE1IDEA,paph2,text
public,CE1IDEA,paph3,text
public,CE1IDEA,pareg,text
public,CE1IDEA,sorhist,text
public,CE1IDEA,wwmea,text
public,CE1IDEA,wwqua,text
public,CE1IDEA,wwsur,text
public,CE1IDEA,regio,text
public,CE1IDEA,crmelem,text
public,CE1IDEA,crmcsty,text
public,CE1IDEA,route,text
public,CE1IDEA,vvoqt_me,text
public,CE1IDEA,vviqt_me,text
public,CE1IDEA,vvsqt_me,text
public,CE1IDEA,vvgrw_me,text
public,CE1IDEA,vv550_me,text
public,CE1IDEA,vv560_me,text
public,CE1IDEA,vv570_me,text
public,CE1IDEA,vv580_me,text
public,CE1IDEA,vv495_me,text
public,CE1IDEA,vvstu_me,text
public,CE1IDEA,vvoqu_me,text
public,CE1IDEA,vv810_me,text
public,CE1IDEA,vv820_me,text
public,CE1IDEA,vv930_me,text
public,CE1IDEA,vv931_me,text
public,CE1IDEA,vvsv_me,text
public,CE1IDEA,vvoqt,text
public,CE1IDEA,vviqt,text
public,CE1IDEA,vvsqt,text
public,CE1IDEA,vvgrw,text
public,CE1IDEA,vv010,text
public,CE1IDEA,vv020,text
public,CE1IDEA,vv030,text
public,CE1IDEA,vv040,text
public,CE1IDEA,vv060,text
public,CE1IDEA,vv070,text
public,CE1IDEA,vv090,text
public,CE1IDEA,vv100,text
public,CE1IDEA,vv110,text
public,CE1IDEA,vv120,text
public,CE1IDEA,vv130,text
public,CE1IDEA,vv140,text
public,CE1IDEA,vv150,text
public,CE1IDEA,vv160,text
public,CE1IDEA,vv170,text
public,CE1IDEA,vv180,text
public,CE1IDEA,vv190,text
public,CE1IDEA,vv200,text
public,CE1IDEA,vv210,text
public,CE1IDEA,vv220,text
public,CE1IDEA,vv230,text
public,CE1IDEA,vv240,text
public,CE1IDEA,vv250,text
public,CE1IDEA,vv260,text
public,CE1IDEA,vv270,text
public,CE1IDEA,vv280,text
public,CE1IDEA,vv290,text
public,CE1IDEA,vv300,text
public,CE1IDEA,vv310,text
public,CE1IDEA,vv320,text
public,CE1IDEA,vv330,text
public,CE1IDEA,vv340,text
public,CE1IDEA,vv350,text
public,CE1IDEA,vv360,text
public,CE1IDEA,vv370,text
public,CE1IDEA,vv380,text
public,CE1IDEA,vv390,text
public,CE1IDEA,vv400,text
public,CE1IDEA,vv410,text
public,CE1IDEA,vv420,text
public,CE1IDEA,vv430,text
public,CE1IDEA,vv440,text
public,CE1IDEA,vv450,text
public,CE1IDEA,vv460,text
public,CE1IDEA,vv470,text
public,CE1IDEA,vv480,text
public,CE1IDEA,vv145,text
public,CE1IDEA,vv075,text
public,CE1IDEA,vv500,text
public,CE1IDEA,vv510,text
public,CE1IDEA,vv520,text
public,CE1IDEA,vv530,text
public,CE1IDEA,vv550,text
public,CE1IDEA,vv560,text
public,CE1IDEA,vv570,text
public,CE1IDEA,vv580,text
public,CE1IDEA,vv495,text
public,CE1IDEA,vvstu,text
public,CE1IDEA,vv155,text
public,CE1IDEA,vv365,text
public,CE1IDEA,vv364,text
public,CE1IDEA,vvk15,text
public,CE1IDEA,vvk20,text
public,CE1IDEA,vvk25,text
public,CE1IDEA,vvk30,text
public,CE1IDEA,vvk10,text
public,CE1IDEA,vvo10,text
public,CE1IDEA,vvo20,text
public,CE1IDEA,vvoqu,text
public,CE1IDEA,vv366,text
public,CE1IDEA,vv367,text
public,CE1IDEA,vv368,text
public,CE1IDEA,vv151,text
public,CE1IDEA,vv171,text
public,CE1IDEA,vv181,text
public,CE1IDEA,vv191,text
public,CE1IDEA,vv201,text
public,CE1IDEA,vv211,text
public,CE1IDEA,vv251,text
public,CE1IDEA,vv810,text
public,CE1IDEA,vv820,text
public,CE1IDEA,vv830,text
public,CE1IDEA,vv840,text
public,CE1IDEA,vv095,text
public,CE1IDEA,vv713,text
public,CE1IDEA,vv900,text
public,CE1IDEA,vv910,text
public,CE1IDEA,vv915,text
public,CE1IDEA,vv920,text
public,CE1IDEA,vv930,text
public,CE1IDEA,vv931,text
public,CE1IDEA,vv940,text
public,CE1IDEA,vv950,text
public,CE1IDEA,vv960,text
public,CE1IDEA,vv970,text
public,CE1IDEA,vv999,text
public,CE1IDEA,vvadv,text
public,CE1IDEA,vvcgs,text
public,CE1IDEA,vvdep,text
public,CE1IDEA,vveng,text
public,CE1IDEA,vvnr,text
public,CE1IDEA,vvpsc,text
public,CE1IDEA,vvren,text
public,CE1IDEA,vvrev,text
public,CE1IDEA,vvsd,text
public,CE1IDEA,vvcm2,text
public,CE1IDEA,vvsv,text
public,CE1IDEA,vvls1,text
public,CE1IDEA,vvls2,text
public,CE1IDEA,vvls3,text
public,CE1IDEA,ausfr,text
public,CE1INT1,mandt,text
public,CE1INT1,paledger,text
public,CE1INT1,vrgar,text
public,CE1INT1,versi,text
public,CE1INT1,perio,text
public,CE1INT1,paobjnr,text
public,CE1INT1,pasubnr,text
public,CE1INT1,belnr,text
public,CE1INT1,posnr,text
public,CE1INT1,hzdat,text
public,CE1INT1,usnam,text
public,CE1INT1,gjahr,text
public,CE1INT1,perde,text
public,CE1INT1,wadat,text
public,CE1INT1,fadat,text
public,CE1INT1,budat,text
public,CE1INT1,altperio,text
public,CE1INT1,papaobjnr,text
public,CE1INT1,papasubnr,text
public,CE1INT1,kndnr,text
public,CE1INT1,artnr,text
public,CE1INT1,fkart,text
public,CE1INT1,frwae,text
public,CE1INT1,kursf,text
public,CE1INT1,kursbk,text
public,CE1INT1,kurskz,text
public,CE1INT1,rec_waers,text
public,CE1INT1,kaufn,text
public,CE1INT1,kdpos,text
public,CE1INT1,rkaufnr,text
public,CE1INT1,skost,text
public,CE1INT1,prznr,text
public,CE1INT1,bukrs,text
public,CE1INT1,kokrs,text
public,CE1INT1,werks,text
public,CE1INT1,gsber,text
public,CE1INT1,vkorg,text
public,CE1INT1,vtweg,text
public,CE1INT1,spart,text
public,CE1INT1,hrkft,text
public,CE1INT1,plikz,text
public,CE1INT1,kstar,text
public,CE1INT1,pspnr,text
public,CE1INT1,kstrg,text
public,CE1INT1,rbeln,text
public,CE1INT1,rposn,text
public,CE1INT1,sto_belnr,text
public,CE1INT1,sto_posnr,text
public,CE1INT1,prctr,text
public,CE1INT1,pprctr,text
public,CE1INT1,rkestatu,text
public,CE1INT1,timestmp,text
public,CE1INT1,copa_awtyp,text
public,CE1INT1,copa_aworg,text
public,CE1INT1,copa_bwzpt,text
public,CE1INT1,copa_awsys,text
public,CE1INT1,matkl,text
public,CE1INT1,mvgr1,text
public,CE1INT1,wwph1,text
public,CE1INT1,wwph2,text
public,CE1INT1,wwph3,text
public,CE1INT1,wwprc,text
public,CE1INT1,wwsop,text
public,CE1INT1,wwsbu,text
public,CE1INT1,kdgrp,text
public,CE1INT1,kukla,text
public,CE1INT1,bzirk,text
public,CE1INT1,brsch,text
public,CE1INT1,wwreg,text
public,CE1INT1,land1,text
public,CE1INT1,kunwe,text
public,CE1INT1,wwcst,text
public,CE1INT1,wwrst,text
public,CE1INT1,hie01,text
public,CE1INT1,hie02,text
public,CE1INT1,hie03,text
public,CE1INT1,vrtnr,text
public,CE1INT1,vkbur,text
public,CE1INT1,vkgrp,text
public,CE1INT1,wwici,text
public,CE1INT1,augru,text
public,CE1INT1,wwpro,text
public,CE1INT1,wwsdl,text
public,CE1INT1,paph1,text
public,CE1INT1,paph2,text
public,CE1INT1,paph3,text
public,CE1INT1,pareg,text
public,CE1INT1,sorhist,text
public,CE1INT1,wwmea,text
public,CE1INT1,wwqua,text
public,CE1INT1,wwsur,text
public,CE1INT1,regio,text
public,CE1INT1,crmelem,text
public,CE1INT1,crmcsty,text
public,CE1INT1,vvoqt_me,text
public,CE1INT1,vviqt_me,text
public,CE1INT1,vvsqt_me,text
public,CE1INT1,vvgrw_me,text
public,CE1INT1,vv550_me,text
public,CE1INT1,vv560_me,text
public,CE1INT1,vv570_me,text
public,CE1INT1,vv580_me,text
public,CE1INT1,vv495_me,text
public,CE1INT1,vvstu_me,text
public,CE1INT1,vvoqu_me,text
public,CE1INT1,vv810_me,text
public,CE1INT1,vv820_me,text
public,CE1INT1,vv930_me,text
public,CE1INT1,vv931_me,text
public,CE1INT1,vvoqt,text
public,CE1INT1,vviqt,text
public,CE1INT1,vvsqt,text
public,CE1INT1,vvgrw,text
public,CE1INT1,vv010,text
public,CE1INT1,vv020,text
public,CE1INT1,vv030,text
public,CE1INT1,vv040,text
public,CE1INT1,vv060,text
public,CE1INT1,vv070,text
public,CE1INT1,vv090,text
public,CE1INT1,vv100,text
public,CE1INT1,vv110,text
public,CE1INT1,vv120,text
public,CE1INT1,vv130,text
public,CE1INT1,vv140,text
public,CE1INT1,vv150,text
public,CE1INT1,vv160,text
public,CE1INT1,vv170,text
public,CE1INT1,vv180,text
public,CE1INT1,vv190,text
public,CE1INT1,vv200,text
public,CE1INT1,vv210,text
public,CE1INT1,vv220,text
public,CE1INT1,vv230,text
public,CE1INT1,vv240,text
public,CE1INT1,vv250,text
public,CE1INT1,vv260,text
public,CE1INT1,vv270,text
public,CE1INT1,vv280,text
public,CE1INT1,vv290,text
public,CE1INT1,vv300,text
public,CE1INT1,vv310,text
public,CE1INT1,vv320,text
public,CE1INT1,vv330,text
public,CE1INT1,vv340,text
public,CE1INT1,vv350,text
public,CE1INT1,vv360,text
public,CE1INT1,vv370,text
public,CE1INT1,vv380,text
public,CE1INT1,vv390,text
public,CE1INT1,vv400,text
public,CE1INT1,vv410,text
public,CE1INT1,vv420,text
public,CE1INT1,vv430,text
public,CE1INT1,vv440,text
public,CE1INT1,vv450,text
public,CE1INT1,vv460,text
public,CE1INT1,vv470,text
public,CE1INT1,vv480,text
public,CE1INT1,vv145,text
public,CE1INT1,vv075,text
public,CE1INT1,vv500,text
public,CE1INT1,vv510,text
public,CE1INT1,vv520,text
public,CE1INT1,vv530,text
public,CE1INT1,vv550,text
public,CE1INT1,vv560,text
public,CE1INT1,vv570,text
public,CE1INT1,vv580,text
public,CE1INT1,vv495,text
public,CE1INT1,vvstu,text
public,CE1INT1,vv155,text
public,CE1INT1,vv365,text
public,CE1INT1,vv364,text
public,CE1INT1,vvk15,text
public,CE1INT1,vvk20,text
public,CE1INT1,vvk25,text
public,CE1INT1,vvk30,text
public,CE1INT1,vvk10,text
public,CE1INT1,vvo10,text
public,CE1INT1,vvo20,text
public,CE1INT1,vvoqu,text
public,CE1INT1,vv366,text
public,CE1INT1,vv367,text
public,CE1INT1,vv368,text
public,CE1INT1,vv151,text
public,CE1INT1,vv171,text
public,CE1INT1,vv181,text
public,CE1INT1,vv191,text
public,CE1INT1,vv201,text
public,CE1INT1,vv211,text
public,CE1INT1,vv251,text
public,CE1INT1,vv810,text
public,CE1INT1,vv820,text
public,CE1INT1,vv830,text
public,CE1INT1,vv840,text
public,CE1INT1,vv095,text
public,CE1INT1,vv713,text
public,CE1INT1,vv900,text
public,CE1INT1,vv910,text
public,CE1INT1,vv915,text
public,CE1INT1,vv920,text
public,CE1INT1,vv930,text
public,CE1INT1,vv931,text
public,CE1INT1,vv940,text
public,CE1INT1,vv950,text
public,CE1INT1,vv960,text
public,CE1INT1,vv970,text
public,CE1INT1,vv999,text
public,CE1PR22,mandt,text
public,CE1PR22,paledger,text
public,CE1PR22,vrgar,text
public,CE1PR22,versi,text
public,CE1PR22,perio,text
public,CE1PR22,paobjnr,text
public,CE1PR22,pasubnr,text
public,CE1PR22,belnr,text
public,CE1PR22,posnr,text
public,CE1PR22,hzdat,text
public,CE1PR22,usnam,text
public,CE1PR22,gjahr,text
public,CE1PR22,perde,text
public,CE1PR22,wadat,text
public,CE1PR22,fadat,text
public,CE1PR22,budat,text
public,CE1PR22,altperio,text
public,CE1PR22,papaobjnr,text
public,CE1PR22,papasubnr,text
public,CE1PR22,kndnr,text
public,CE1PR22,artnr,text
public,CE1PR22,fkart,text
public,CE1PR22,frwae,text
public,CE1PR22,kursf,text
public,CE1PR22,kursbk,text
public,CE1PR22,kurskz,text
public,CE1PR22,rec_waers,text
public,CE1PR22,kaufn,text
public,CE1PR22,kdpos,text
public,CE1PR22,rkaufnr,text
public,CE1PR22,skost,text
public,CE1PR22,prznr,text
public,CE1PR22,bukrs,text
public,CE1PR22,kokrs,text
public,CE1PR22,werks,text
public,CE1PR22,gsber,text
public,CE1PR22,vkorg,text
public,CE1PR22,vtweg,text
public,CE1PR22,spart,text
public,CE1PR22,hrkft,text
public,CE1PR22,plikz,text
public,CE1PR22,kstar,text
public,CE1PR22,pspnr,text
public,CE1PR22,kstrg,text
public,CE1PR22,rbeln,text
public,CE1PR22,rposn,text
public,CE1PR22,sto_belnr,text
public,CE1PR22,sto_posnr,text
public,CE1PR22,prctr,text
public,CE1PR22,pprctr,text
public,CE1PR22,rkestatu,text
public,CE1PR22,timestmp,text
public,CE1PR22,copa_awtyp,text
public,CE1PR22,copa_aworg,text
public,CE1PR22,copa_bwzpt,text
public,CE1PR22,copa_awsys,text
public,CE1PR22,matkl,text
public,CE1PR22,mvgr1,text
public,CE1PR22,wwph1,text
public,CE1PR22,wwph2,text
public,CE1PR22,wwph3,text
public,CE1PR22,wwprc,text
public,CE1PR22,wwsop,text
public,CE1PR22,wwsbu,text
public,CE1PR22,kdgrp,text
public,CE1PR22,kukla,text
public,CE1PR22,bzirk,text
public,CE1PR22,brsch,text
public,CE1PR22,wwreg,text
public,CE1PR22,land1,text
public,CE1PR22,kunwe,text
public,CE1PR22,wwcst,text
public,CE1PR22,wwrst,text
public,CE1PR22,hie01,text
public,CE1PR22,hie02,text
public,CE1PR22,hie03,text
public,CE1PR22,vrtnr,text
public,CE1PR22,vkbur,text
public,CE1PR22,vkgrp,text
public,CE1PR22,wwici,text
public,CE1PR22,augru,text
public,CE1PR22,wwpro,text
public,CE1PR22,wwsdl,text
public,CE1PR22,paph1,text
public,CE1PR22,paph2,text
public,CE1PR22,paph3,text
public,CE1PR22,pareg,text
public,CE1PR22,sorhist,text
public,CE1PR22,wwmea,text
public,CE1PR22,wwqua,text
public,CE1PR22,wwsur,text
public,CE1PR22,regio,text
public,CE1PR22,crmelem,text
public,CE1PR22,crmcsty,text
public,CE1PR22,route,text
public,CE1PR22,vvoqt_me,text
public,CE1PR22,vviqt_me,text
public,CE1PR22,vvsqt_me,text
public,CE1PR22,vvgrw_me,text
public,CE1PR22,vv550_me,text
public,CE1PR22,vv560_me,text
public,CE1PR22,vv570_me,text
public,CE1PR22,vv580_me,text
public,CE1PR22,vv495_me,text
public,CE1PR22,vvstu_me,text
public,CE1PR22,vvoqu_me,text
public,CE1PR22,vv810_me,text
public,CE1PR22,vv820_me,text
public,CE1PR22,vv930_me,text
public,CE1PR22,vv931_me,text
public,CE1PR22,vvsv_me,text
public,CE1PR22,vvoqt,text
public,CE1PR22,vviqt,text
public,CE1PR22,vvsqt,text
public,CE1PR22,vvgrw,text
public,CE1PR22,vv010,text
public,CE1PR22,vv020,text
public,CE1PR22,vv030,text
public,CE1PR22,vv040,text
public,CE1PR22,vv060,text
public,CE1PR22,vv070,text
public,CE1PR22,vv090,text
public,CE1PR22,vv100,text
public,CE1PR22,vv110,text
public,CE1PR22,vv120,text
public,CE1PR22,vv130,text
public,CE1PR22,vv140,text
public,CE1PR22,vv150,text
public,CE1PR22,vv160,text
public,CE1PR22,vv170,text
public,CE1PR22,vv180,text
public,CE1PR22,vv190,text
public,CE1PR22,vv200,text
public,CE1PR22,vv210,text
public,CE1PR22,vv220,text
public,CE1PR22,vv230,text
public,CE1PR22,vv240,text
public,CE1PR22,vv250,text
public,CE1PR22,vv260,text
public,CE1PR22,vv270,text
public,CE1PR22,vv280,text
public,CE1PR22,vv290,text
public,CE1PR22,vv300,text
public,CE1PR22,vv310,text
public,CE1PR22,vv320,text
public,CE1PR22,vv330,text
