schema,table,column,data_type
public,EKPO,mahn2,text
public,EKPO,mahn3,text
public,EKPO,uebto,text
public,EKPO,uebtk,text
public,EKPO,untto,text
public,EKPO,bwtar,text
public,EKPO,bwtty,text
public,EKPO,abskz,text
public,EKPO,agmem,text
public,EKPO,elikz,text
public,EKPO,erekz,text
public,EKPO,pstyp,text
public,EKPO,knttp,text
public,EKPO,kzvbr,text
public,EKPO,vrtkz,text
public,EKPO,twrkz,text
public,EKPO,wepos,text
public,EKPO,weunb,text
public,EKPO,repos,text
public,EKPO,webre,text
public,EKPO,kzabs,text
public,EKPO,labnr,text
public,EKPO,konnr,text
public,EKPO,ktpnr,text
public,EKPO,abdat,text
public,EKPO,abftz,text
public,EKPO,etfz1,text
public,EKPO,etfz2,text
public,EKPO,kzstu,text
public,EKPO,notkz,text
public,EKPO,lmein,text
public,EKPO,evers,text
public,EKPO,zwert,text
public,EKPO,navnw,text
public,EKPO,abmng,text
public,EKPO,prdat,text
public,EKPO,bstyp,text
public,EKPO,effwr,text
public,EKPO,xoblr,text
public,EKPO,kunnr,text
public,EKPO,adrnr,text
public,EKPO,ekkol,text
public,EKPO,sktof,text
public,EKPO,stafo,text
public,EKPO,plifz,text
public,EKPO,ntgew,text
public,EKPO,gewei,text
public,EKPO,txjcd,text
public,EKPO,etdrk,text
public,EKPO,sobkz,text
public,EKPO,arsnr,text
public,EKPO,arsps,text
public,EKPO,insnc,text
public,EKPO,ssqss,text
public,EKPO,zgtyp,text
public,EKPO,ean11,text
public,EKPO,bstae,text
public,EKPO,revlv,text
public,EKPO,geber,text
public,EKPO,fistl,text
public,EKPO,fipos,text
public,EKPO,ko_gsber,text
public,EKPO,ko_pargb,text
public,EKPO,ko_prctr,text
public,EKPO,ko_pprctr,text
public,EKPO,meprf,text
public,EKPO,brgew,text
public,EKPO,volum,text
public,EKPO,voleh,text
public,EKPO,inco1,text
public,EKPO,inco2,text
public,EKPO,vorab,text
public,EKPO,kolif,text
public,EKPO,ltsnr,text
public,EKPO,packno,text
public,EKPO,fplnr,text
public,EKPO,gnetwr,text
public,EKPO,stapo,text
public,EKPO,uebpo,text
public,EKPO,lewed,text
public,EKPO,emlif,text
public,EKPO,lblkz,text
public,EKPO,satnr,text
public,EKPO,attyp,text
public,EKPO,vsart,text
public,EKPO,handoverloc,text
public,EKPO,kanba,text
public,EKPO,adrn2,text
public,EKPO,cuobj,text
public,EKPO,xersy,text
public,EKPO,eildt,text
public,EKPO,drdat,text
public,EKPO,druhr,text
public,EKPO,drunr,text
public,EKPO,aktnr,text
public,EKPO,abeln,text
public,EKPO,abelp,text
public,EKPO,anzpu,text
public,EKPO,punei,text
public,EKPO,saiso,text
public,EKPO,saisj,text
public,EKPO,ebon2,text
public,EKPO,ebon3,text
public,EKPO,ebonf,text
public,EKPO,mlmaa,text
public,EKPO,mhdrz,text
public,EKPO,anfnr,text
public,EKPO,anfps,text
public,EKPO,kzkfg,text
public,EKPO,usequ,text
public,EKPO,umsok,text
public,EKPO,banfn,text
public,EKPO,bnfpo,text
public,EKPO,mtart,text
public,EKPO,uptyp,text
public,EKPO,upvor,text
public,EKPO,kzwi1,text
public,EKPO,kzwi2,text
public,EKPO,kzwi3,text
public,EKPO,kzwi4,text
public,EKPO,kzwi5,text
public,EKPO,kzwi6,text
public,EKPO,sikgr,text
public,EKPO,mfzhi,text
public,EKPO,ffzhi,text
public,EKPO,retpo,text
public,EKPO,aurel,text
public,EKPO,bsgru,text
public,EKPO,lfret,text
public,EKPO,mfrgr,text
public,EKPO,nrfhg,text
public,EKPO,J_1BNBM,text
public,EKPO,J_1BMATUSE,text
public,EKPO,J_1BMATORG,text
public,EKPO,J_1BOWNPRO,text
public,EKPO,J_1BINDUST,text
public,EKPO,abueb,text
public,EKPO,nlabd,text
public,EKPO,nfabd,text
public,EKPO,kzbws,text
public,EKPO,bonba,text
public,EKPO,fabkz,text
public,EKPO,J_1AINDXP,text
public,EKPO,J_1AIDATEP,text
public,EKPO,mprof,text
public,EKPO,eglkz,text
public,EKPO,kztlf,text
public,EKPO,kzfme,text
public,EKPO,rdprf,text
public,EKPO,techs,text
public,EKPO,chg_srv,text
public,EKPO,chg_fplnr,text
public,EKPO,mfrpn,text
public,EKPO,mfrnr,text
public,EKPO,emnfr,text
public,EKPO,novet,text
public,EKPO,afnam,text
public,EKPO,tzonrc,text
public,EKPO,iprkz,text
public,EKPO,lebre,text
public,EKPO,berid,text
public,EKPO,xconditions,text
public,EKPO,apoms,text
public,EKPO,ccomp,text
public,EKPO,grant_nbr,text
public,EKPO,fkber,text
public,EKPO,status,text
public,EKPO,reslo,text
public,EKPO,kblnr,text
public,EKPO,kblpos,text
public,EKPO,weora,text
public,EKPO,srv_bas_com,text
public,EKPO,prio_urg,text
public,EKPO,prio_req,text
public,EKPO,empst,text
public,EKPO,diff_invoice,text
public,EKPO,trmrisk_relevant,text
public,EKPO,spe_abgru,text
public,EKPO,spe_crm_so,text
public,EKPO,spe_crm_so_item,text
public,EKPO,spe_crm_ref_so,text
public,EKPO,spe_crm_ref_item,text
public,EKPO,spe_crm_fkrel,text
public,EKPO,spe_chng_sys,text
public,EKPO,spe_insmk_src,text
public,EKPO,spe_cq_ctrltype,text
public,EKPO,spe_cq_nocq,text
public,EKPO,reason_code,text
public,EKPO,cqu_sar,text
public,EKPO,anzsn,text
public,EKPO,spe_ewm_dtc,text
public,EKPO,exlin,text
public,EKPO,exsnr,text
public,EKPO,ehtyp,text
public,EKPO,retpc,text
public,EKPO,dptyp,text
public,EKPO,dppct,text
public,EKPO,dpamt,text
public,EKPO,dpdat,text
public,EKPO,fls_rsto,text
public,EKPO,ext_rfx_number,text
public,EKPO,ext_rfx_item,text
public,EKPO,ext_rfx_system,text
public,EKPO,srm_contract_id,text
public,EKPO,srm_contract_itm,text
public,EKPO,blk_reason_id,text
public,EKPO,blk_reason_txt,text
public,EKPO,itcons,text
public,EKPO,fixmg,text
public,EKPO,wabwe,text
public,EKPO,cmpl_dlv_itm,text
public,EKPO,inco2_l,text
public,EKPO,inco3_l,text
public,EKPO,tc_aut_det,text
public,EKPO,manual_tc_reason,text
public,EKPO,fiscal_incentive,text
public,EKPO,tax_subject_st,text
public,EKPO,fiscal_incentive_id,text
public,EKPO,sf_txjcd,text
public,EKPO,/BEV1/NEGEN_ITEM,text
public,EKPO,/BEV1/NEDEPFREE,text
public,EKPO,/BEV1/NESTRUCCAT,text
public,EKPO,advcode,text
public,EKPO,budget_pd,text
public,EKPO,excpe,text
public,EKPO,fmfgus_key,text
public,EKPO,iuid_relevant,text
public,EKPO,mrpind,text
public,EKPO,oipipeval,text
public,EKPO,oic_lifnr,text
public,EKPO,oic_dcityc,text
public,EKPO,oic_dcounc,text
public,EKPO,oic_dregio,text
public,EKPO,oic_dland1,text
public,EKPO,oic_ocityc,text
public,EKPO,oic_ocounc,text
public,EKPO,oic_oregio,text
public,EKPO,oic_oland1,text
public,EKPO,oic_porgin,text
public,EKPO,oic_pdestn,text
public,EKPO,oic_ptrip,text
public,EKPO,oic_pbatch,text
public,EKPO,oic_mot,text
public,EKPO,oic_aorgin,text
public,EKPO,oic_adestn,text
public,EKPO,oic_truckn,text
public,EKPO,oia_baselo,text
public,EKPO,oitaxfrom,text
public,EKPO,oihantyp,text
public,EKPO,oipricie,text
public,EKPO,oitaxto,text
public,EKPO,oitaxcon,text
public,EKPO,oitaxgrp,text
public,EKPO,oioilcon,text
public,EKPO,oiinex,text
public,EKPO,oiexgnum,text
public,EKPO,oiexgtyp,text
public,EKPO,oifeetot,text
public,EKPO,oifeedt,text
public,EKPO,oinetcyc,text
public,EKPO,oiferp,text
public,EKPO,oifeech,text
public,EKPO,oia_ipmvat,text
public,EKPO,oia_spltiv,text
public,EKPO,oivath,text
public,EKPO,oivatf,text
public,EKPO,oisbrel,text
public,EKPO,oibasprod,text
public,EKPO,oitrknr,text
public,EKPO,oitrkjr,text
public,EKPO,oiextnr,text
public,EKPO,oiitmnr,text
public,EKPO,oiftind,text
public,EKPO,oipriop,text
public,EKPO,oitrind,text
public,EKPO,oighndl,text
public,EKPO,oiumbar,text
public,EKPO,oitxcon1,text
public,EKPO,oitxcon2,text
public,EKPO,oitxcon3,text
public,EKPO,oitxcon4,text
public,EKPO,oitxcon5,text
public,EKPO,oitxcon6,text
public,EKPO,oid_extbol,text
public,EKPO,oid_miscdl,text
public,EKPO,oimatcyc,text
public,EKPO,oiedok,text
public,EKPO,oiedbal,text
public,EKPO,oiedbalm,text
public,EKPO,oicertf1,text
public,EKPO,oidatfm1,text
public,EKPO,oidatto1,text
public,EKPO,oih_lictp,text
public,EKPO,oih_licin,text
public,EKPO,oih_lcfol,text
public,EKPO,oih_folqty,text
public,EKPO,oiedok_gi,text
public,EKPO,oiedbal_gi,text
public,EKPO,oiedbalm_gi,text
public,EKPO,oihantyp_gi,text
public,EKPO,oiinex_gi,text
public,EKPO,oitaxgrp_gi,text
public,EKPO,oicertf1_gi,text
public,EKPO,oidatfm1_gi,text
public,EKPO,oidatto1_gi,text
public,EKPO,oih_lictp_gi,text
public,EKPO,oih_licin_gi,text
public,EKPO,oih_lcfol_gi,text
public,EKPO,oih_folqty_gi,text
public,EKPO,sgt_scat,text
public,EKPO,sgt_rcat,text
public,EKPO,wrf_charstc1,text
public,EKPO,wrf_charstc2,text
public,EKPO,wrf_charstc3,text
public,EKPO,refsite,text
public,EKPO,/ACCGO/IS_CO_REL,text
public,EKPO,serru,text
public,EKPO,sernp,text
public,EKPO,disub_sobkz,text
public,EKPO,disub_pspnr,text
public,EKPO,disub_kunnr,text
public,EKPO,disub_vbeln,text
public,EKPO,disub_posnr,text
public,EKPO,disub_owner,text
public,EKPO,fsh_season_year,text
public,EKPO,fsh_season,text
public,EKPO,fsh_collection,text
public,EKPO,fsh_theme,text
public,EKPO,fsh_atp_date,text
public,EKPO,fsh_vas_rel,text
public,EKPO,fsh_vas_prnt_id,text
public,EKPO,fsh_transaction,text
public,EKPO,fsh_item_group,text
public,EKPO,fsh_item,text
public,EKPO,fsh_ss,text
public,EKPO,fsh_grid_cond_rec,text
public,EKPO,fsh_psm_pfm_split,text
public,EKPO,cnfm_qty,text
public,EKPO,fsh_pqr_uepos,text
public,EKPO,ref_item,text
public,EKPO,source_id,text
public,EKPO,source_key,text
public,EKPO,put_back,text
public,EKPO,pol_id,text
public,EKPO,cons_order,text
public,FAGLFLEXA,rclnt,text
public,FAGLFLEXA,ryear,text
public,FAGLFLEXA,docnr,text
public,FAGLFLEXA,rldnr,text
public,FAGLFLEXA,rbukrs,text
public,FAGLFLEXA,docln,text
public,FAGLFLEXA,activ,text
public,FAGLFLEXA,rmvct,text
public,FAGLFLEXA,rtcur,text
public,FAGLFLEXA,runit,text
public,FAGLFLEXA,awtyp,text
public,FAGLFLEXA,rrcty,text
public,FAGLFLEXA,rvers,text
public,FAGLFLEXA,logsys,text
public,FAGLFLEXA,racct,text
public,FAGLFLEXA,cost_elem,text
public,FAGLFLEXA,rcntr,text
public,FAGLFLEXA,prctr,text
public,FAGLFLEXA,rfarea,text
public,FAGLFLEXA,rbusa,text
public,FAGLFLEXA,kokrs,text
public,FAGLFLEXA,segment,text
public,FAGLFLEXA,zzspreg,text
public,FAGLFLEXA,scntr,text
public,FAGLFLEXA,pprctr,text
public,FAGLFLEXA,sfarea,text
public,FAGLFLEXA,sbusa,text
public,FAGLFLEXA,rassc,text
public,FAGLFLEXA,psegment,text
public,FAGLFLEXA,tsl,text
public,FAGLFLEXA,hsl,text
public,FAGLFLEXA,ksl,text
public,FAGLFLEXA,osl,text
public,FAGLFLEXA,msl,text
public,FAGLFLEXA,wsl,text
public,FAGLFLEXA,drcrk,text
public,FAGLFLEXA,poper,text
public,FAGLFLEXA,rwcur,text
public,FAGLFLEXA,gjahr,text
public,FAGLFLEXA,budat,text
public,FAGLFLEXA,belnr,text
public,FAGLFLEXA,buzei,text
public,FAGLFLEXA,bschl,text
public,FAGLFLEXA,bstat,text
public,FAGLFLEXA,linetype,text
public,FAGLFLEXA,xsplitmod,text
public,FAGLFLEXA,usnam,text
public,FAGLFLEXA,TIMESTAMP,text
public,KEKO,mandt,text
public,KEKO,bzobj,text
public,KEKO,kalnr,text
public,KEKO,kalka,text
public,KEKO,kadky,text
public,KEKO,tvers,text
public,KEKO,bwvar,text
public,KEKO,kkzma,text
public,KEKO,matnr,text
public,KEKO,werks,text
public,KEKO,bwkey,text
public,KEKO,bwtar,text
public,KEKO,kokrs,text
public,KEKO,kadat,text
public,KEKO,bidat,text
public,KEKO,kadam,text
public,KEKO,bidam,text
public,KEKO,bwdat,text
public,KEKO,aldat,text
public,KEKO,bedat,text
public,KEKO,verid,text
public,KEKO,stnum,text
public,KEKO,stlan,text
public,KEKO,stalt,text
public,KEKO,stcnt,text
public,KEKO,plnnr,text
public,KEKO,plnty,text
public,KEKO,plnal,text
public,KEKO,plnct,text
public,KEKO,loekz,text
public,KEKO,losgr,text
public,KEKO,meins,text
public,KEKO,erfnm,text
public,KEKO,erfma,text
public,KEKO,cpudt,text
public,KEKO,cpudm,text
public,KEKO,cputime,text
public,KEKO,feh_anz,text
public,KEKO,feh_k_anz,text
public,KEKO,feh_sta,text
public,KEKO,maxmsg,text
public,KEKO,freig,text
public,KEKO,mkalk,text
public,KEKO,baltkz,text
public,KEKO,kalnr_ba,text
public,KEKO,btyp,text
public,KEKO,misch_verh,text
public,KEKO,bwvar_ba,text
public,KEKO,plscn,text
public,KEKO,plmng,text
public,KEKO,sobsl,text
public,KEKO,sobes,text
public,KEKO,sowrk,text
public,KEKO,sobwt,text
public,KEKO,sodir,text
public,KEKO,sodum,text
public,KEKO,kalsm,text
public,KEKO,aufza,text
public,KEKO,bwsmr,text
public,KEKO,substrat,text
public,KEKO,klvar,text
public,KEKO,kosgr,text
public,KEKO,zschl,text
public,KEKO,poper,text
public,KEKO,bdatj,text
public,KEKO,stkoz,text
public,KEKO,zaehl,text
public,KEKO,topka,text
public,KEKO,cmf_nr,text
public,KEKO,ocs_count,text
public,KEKO,objnr,text
public,KEKO,erzka,text
public,KEKO,losau,text
public,KEKO,ausid,text
public,KEKO,ausss,text
public,KEKO,saprl,text
public,KEKO,kzroh,text
public,KEKO,aufpl,text
public,KEKO,cuobj,text
public,KEKO,cuobjid,text
public,KEKO,techs,text
public,KEKO,type,text
public,KEKO,wrklt,text
public,KEKO,vormdat,text
public,KEKO,vormusr,text
public,KEKO,freidat,text
public,KEKO,freiusr,text
public,KEKO,uebid,text
public,KEKO,prozess,text
public,KEKO,pr_verid,text
public,KEKO,csplit,text
public,KEKO,kzkup,text
public,KEKO,fxpru,text
public,KEKO,cfxpr,text
public,KEKO,ziffr,text
public,KEKO,sumziffr,text
public,KEKO,afakt,text
public,KEKO,vbeln,text
public,KEKO,posnr,text
public,KEKO,pspnr,text
public,KEKO,sbdkz,text
public,KEKO,mlmaa,text
public,KEKO,beskz,text
public,KEKO,disst,text
public,KEKO,kalst,text
public,KEKO,template,text
public,KEKO,patnr,text
public,KEKO,part_vrsn,text
public,KEKO,elehk,text
public,KEKO,elehkns,text
public,KEKO,vocnt,text
public,KEKO,gsber,text
public,KEKO,prctr,text
public,KEKO,tpvar,text
public,KEKO,kurst,text
public,KEKO,mgtyp,text
public,KEKO,hwaer,text
public,KEKO,fwaer_kpf,text
public,KEKO,refid,text
public,KEKO,meinh_ws,text
public,KEKO,kzwso,text
public,KEKO,asl,text
public,KEKO,kalaid,text
public,KEKO,kaladat,text
public,KEKO,otyp,text
public,KEKO,bapi_created,text
public,KEKO,sgt_scat,text
public,KEPH,mandt,text
public,KEPH,bzobj,text
public,KEPH,kalnr,text
public,KEPH,kalka,text
public,KEPH,kadky,text
public,KEPH,tvers,text
public,KEPH,bwvar,text
public,KEPH,kkzma,text
public,KEPH,patnr,text
public,KEPH,keart,text
public,KEPH,losfx,text
public,KEPH,kkzst,text
public,KEPH,kkzmm,text
public,KEPH,dipa,text
public,KEPH,kst001,text
public,KEPH,kst002,text
public,KEPH,kst003,text
public,KEPH,kst004,text
public,KEPH,kst005,text
public,KEPH,kst006,text
public,KEPH,kst007,text
public,KEPH,kst008,text
public,KEPH,kst009,text
public,KEPH,kst010,text
public,KEPH,kst011,text
public,KEPH,kst012,text
public,KEPH,kst013,text
public,KEPH,kst014,text
public,KEPH,kst015,text
public,KEPH,kst016,text
public,KEPH,kst017,text
public,KEPH,kst018,text
public,KEPH,kst019,text
public,KEPH,kst020,text
public,KEPH,kst021,text
public,KEPH,kst022,text
public,KEPH,kst023,text
public,KEPH,kst024,text
public,KEPH,kst025,text
public,KEPH,kst026,text
public,KEPH,kst027,text
public,KEPH,kst028,text
public,KEPH,kst029,text
public,KEPH,kst030,text
public,KEPH,kst031,text
public,KEPH,kst032,text
public,KEPH,kst033,text
public,KEPH,kst034,text
public,KEPH,kst035,text
public,KEPH,kst036,text
public,KEPH,kst037,text
public,KEPH,kst038,text
public,KEPH,kst039,text
public,KEPH,kst040,text
public,KLAH,mandt,text
public,KLAH,clint,text
public,KLAH,klart,text
public,KLAH,class,text
public,KLAH,statu,text
public,KLAH,klagr,text
public,KLAH,bgrse,text
public,KLAH,bgrkl,text
public,KLAH,bgrkp,text
public,KLAH,aname,text
public,KLAH,adatu,text
public,KLAH,vname,text
public,KLAH,vdatu,text
public,KLAH,vondt,text
public,KLAH,bisdt,text
public,KLAH,anzuo,text
public,KLAH,praus,text
public,KLAH,sicht,text
public,KLAH,doknr,text
public,KLAH,dokar,text
public,KLAH,doktl,text
public,KLAH,dokvr,text
public,KLAH,dinkz,text
public,KLAH,nnorm,text
public,KLAH,normn,text
public,KLAH,normb,text
public,KLAH,nrmt1,text
public,KLAH,nrmt2,text
public,KLAH,ausgd,text
public,KLAH,versd,text
public,KLAH,versi,text
public,KLAH,leist,text
public,KLAH,verwe,text
public,KLAH,spart,text
public,KLAH,lref3,text
public,KLAH,wwskz,text
public,KLAH,wwssi,text
public,KLAH,potpr,text
public,KLAH,clobk,text
public,KLAH,clmul,text
public,KLAH,cview,text
public,KLAH,disst,text
public,KLAH,meins,text
public,KLAH,clmod,text
public,KLAH,vwstl,text
public,KLAH,vwpla,text
public,KLAH,clalt,text
public,KLAH,lbrei,text
public,KLAH,bname,text
public,KLAH,maxbl,text
public,KLAH,knobj,text
public,KLAH,locla,text
public,KLAH,katalog,text
public,KLAH,kdokaz,text
public,KLAH,genrkz,text
public,KNA1,mandt,text
public,KNA1,kunnr,text
public,KNA1,land1,text
public,KNA1,name1,text
public,KNA1,name2,text
public,KNA1,ort01,text
public,KNA1,pstlz,text
public,KNA1,regio,text
public,KNA1,sortl,text
public,KNA1,stras,text
public,KNA1,telf1,text
public,KNA1,telfx,text
public,KNA1,xcpdk,text
public,KNA1,adrnr,text
public,KNA1,mcod1,text
public,KNA1,mcod2,text
public,KNA1,mcod3,text
public,KNA1,anred,text
public,KNA1,aufsd,text
public,KNA1,bahne,text
public,KNA1,bahns,text
public,KNA1,bbbnr,text
public,KNA1,bbsnr,text
public,KNA1,begru,text
public,KNA1,brsch,text
public,KNA1,bubkz,text
public,KNA1,datlt,text
public,KNA1,erdat,text
public,KNA1,ernam,text
public,KNA1,exabl,text
public,KNA1,faksd,text
public,KNA1,fiskn,text
public,KNA1,knazk,text
public,KNA1,knrza,text
public,KNA1,konzs,text
public,KNA1,ktokd,text
public,KNA1,kukla,text
public,KNA1,lifnr,text
public,KNA1,lifsd,text
public,KNA1,locco,text
public,KNA1,loevm,text
public,KNA1,name3,text
public,KNA1,name4,text
public,KNA1,niels,text
public,KNA1,ort02,text
public,KNA1,pfach,text
public,KNA1,pstl2,text
public,KNA1,counc,text
public,KNA1,cityc,text
public,KNA1,rpmkr,text
public,KNA1,sperr,text
public,KNA1,spras,text
public,KNA1,stcd1,text
public,KNA1,stcd2,text
public,KNA1,stkza,text
public,KNA1,stkzu,text
public,KNA1,telbx,text
public,KNA1,telf2,text
public,KNA1,teltx,text
public,KNA1,telx1,text
public,KNA1,lzone,text
public,KNA1,xzemp,text
public,KNA1,vbund,text
public,KNA1,stceg,text
public,KNA1,dear1,text
public,KNA1,dear2,text
public,KNA1,dear3,text
public,KNA1,dear4,text
public,KNA1,dear5,text
public,KNA1,gform,text
public,KNA1,bran1,text
public,KNA1,bran2,text
public,KNA1,bran3,text
public,KNA1,bran4,text
public,KNA1,bran5,text
public,KNA1,ekont,text
public,KNA1,umsat,text
public,KNA1,umjah,text
public,KNA1,uwaer,text
public,KNA1,jmzah,text
public,KNA1,jmjah,text
public,KNA1,katr1,text
public,KNA1,katr2,text
public,KNA1,katr3,text
public,KNA1,katr4,text
public,KNA1,katr5,text
public,KNA1,katr6,text
public,KNA1,katr7,text
public,KNA1,katr8,text
public,KNA1,katr9,text
public,KNA1,katr10,text
public,KNA1,stkzn,text
public,KNA1,umsa1,text
public,KNA1,txjcd,text
public,KNA1,periv,text
public,KNA1,abrvw,text
public,KNA1,inspbydebi,text
public,KNA1,inspatdebi,text
public,KNA1,ktocd,text
public,KNA1,pfort,text
public,KNA1,werks,text
public,KNA1,dtams,text
public,KNA1,dtaws,text
public,KNA1,duefl,text
public,KNA1,hzuor,text
public,KNA1,sperz,text
public,KNA1,etikg,text
public,KNA1,civve,text
public,KNA1,milve,text
public,KNA1,kdkg1,text
public,KNA1,kdkg2,text
public,KNA1,kdkg3,text
public,KNA1,kdkg4,text
public,KNA1,kdkg5,text
public,KNA1,xknza,text
public,KNA1,fityp,text
public,KNA1,stcdt,text
public,KNA1,stcd3,text
public,KNA1,stcd4,text
public,KNA1,stcd5,text
public,KNA1,xicms,text
public,KNA1,xxipi,text
public,KNA1,xsubt,text
public,KNA1,cfopc,text
public,KNA1,txlw1,text
public,KNA1,txlw2,text
public,KNA1,ccc01,text
public,KNA1,ccc02,text
public,KNA1,ccc03,text
public,KNA1,ccc04,text
public,KNA1,cassd,text
public,KNA1,knurl,text
public,KNA1,j_1kfrepre,text
public,KNA1,j_1kftbus,text
public,KNA1,j_1kftind,text
public,KNA1,confs,text
public,KNA1,updat,text
public,KNA1,uptim,text
public,KNA1,nodel,text
public,KNA1,dear6,text
public,KNA1,cvp_xblck,text
public,KNA1,suframa,text
public,KNA1,rg,text
public,KNA1,exp,text
public,KNA1,uf,text
public,KNA1,rgdate,text
public,KNA1,ric,text
public,KNA1,rne,text
public,KNA1,rnedate,text
public,KNA1,cnae,text
public,KNA1,legalnat,text
public,KNA1,crtn,text
public,KNA1,icmstaxpay,text
public,KNA1,indtyp,text
public,KNA1,tdt,text
public,KNA1,comsize,text
public,KNA1,decregpc,text
public,KNA1,/VSO/R_PALHGT,text
public,KNA1,/VSO/R_PAL_UL,text
public,KNA1,/VSO/R_PK_MAT,text
public,KNA1,/VSO/R_MATPAL,text
public,KNA1,/VSO/R_I_NO_LYR,text
public,KNA1,/VSO/R_ONE_MAT,text
public,KNA1,/VSO/R_ONE_SORT,text
public,KNA1,/VSO/R_ULD_SIDE,text
public,KNA1,/VSO/R_LOAD_PREF,text
public,KNA1,/VSO/R_DPOINT,text
public,KNA1,/XLSO/CUSTOMER,text
public,KNA1,/XLSO/SYSID,text
public,KNA1,/XLSO/CLIENT,text
public,KNA1,/XLSO/PARTNER,text
public,KNA1,/XLSO/PREF_PAY,text
public,KNA1,alc,text
public,KNA1,pmt_office,text
public,KNA1,fee_schedule,text
public,KNA1,duns,text
public,KNA1,duns4,text
public,KNA1,psofg,text
public,KNA1,psois,text
public,KNA1,pson1,text
public,KNA1,pson2,text
public,KNA1,pson3,text
public,KNA1,psovn,text
public,KNA1,psotl,text
public,KNA1,psohs,text
public,KNA1,psost,text
public,KNA1,psoo1,text
public,KNA1,psoo2,text
public,KNA1,psoo3,text
public,KNA1,psoo4,text
public,KNA1,psoo5,text
public,KNA1,oidrc,text
public,KNA1,oid_poreqd,text
public,KNA1,oipbl,text
public,KNBK,mandt,text
public,KNBK,kunnr,text
public,KNBK,banks,text
public,KNBK,bankl,text
public,KNBK,bankn,text
public,KNBK,bkont,text
public,KNBK,bvtyp,text
public,KNBK,xezer,text
public,KNBK,bkref,text
public,KNBK,koinh,text
public,KNBK,ebpp_accname,text
public,KNBK,ebpp_bvstatus,text
public,KNBK,kovon,text
public,KNBK,kobis,text
public,KNVP,mandt,text
public,KNVP,kunnr,text
public,KNVP,vkorg,text
public,KNVP,vtweg,text
public,KNVP,spart,text
public,KNVP,parvw,text
public,KNVP,parza,text
public,KNVP,kunn2,text
public,KNVP,lifnr,text
public,KNVP,pernr,text
public,KNVP,parnr,text
public,KNVP,knref,text
public,KNVP,defpa,text
public,KNVP,effective_date,text
public,KNVV,mandt,text
public,KNVV,kunnr,text
public,KNVV,vkorg,text
public,KNVV,vtweg,text
public,KNVV,spart,text
public,KNVV,ernam,text
public,KNVV,erdat,text
public,KNVV,begru,text
public,KNVV,loevm,text
public,KNVV,versg,text
public,KNVV,aufsd,text
public,KNVV,kalks,text
public,KNVV,kdgrp,text
public,KNVV,bzirk,text
public,KNVV,konda,text
public,KNVV,pltyp,text
public,KNVV,awahr,text
public,KNVV,inco1,text
public,KNVV,inco2,text
public,KNVV,lifsd,text
public,KNVV,autlf,text
public,KNVV,antlf,text
public,KNVV,kztlf,text
public,KNVV,kzazu,text
public,KNVV,chspl,text
public,KNVV,lprio,text
public,KNVV,eikto,text
public,KNVV,vsbed,text
public,KNVV,faksd,text
public,KNVV,mrnkz,text
public,KNVV,perfk,text
public,KNVV,perrl,text
public,KNVV,kvakz,text
public,KNVV,kvawt,text
public,KNVV,waers,text
public,KNVV,klabc,text
public,KNVV,ktgrd,text
public,KNVV,zterm,text
public,KNVV,vwerk,text
public,KNVV,vkgrp,text
public,KNVV,vkbur,text
public,KNVV,vsort,text
public,KNVV,kvgr1,text
public,KNVV,kvgr2,text
public,KNVV,kvgr3,text
public,KNVV,kvgr4,text
public,KNVV,kvgr5,text
public,KNVV,bokre,text
public,KNVV,boidt,text
public,KNVV,kurst,text
public,KNVV,prfre,text
public,KNVV,prat1,text
public,KNVV,prat2,text
public,KNVV,prat3,text
public,KNVV,prat4,text
public,KNVV,prat5,text
public,KNVV,prat6,text
public,KNVV,prat7,text
public,KNVV,prat8,text
public,KNVV,prat9,text
public,KNVV,prata,text
public,KNVV,kabss,text
public,KNVV,kkber,text
public,KNVV,cassd,text
public,KNVV,rdoff,text
public,KNVV,agrel,text
public,KNVV,megru,text
public,KNVV,uebto,text
public,KNVV,untto,text
public,KNVV,uebtk,text
public,KNVV,pvksm,text
public,KNVV,podkz,text
public,KNVV,podtg,text
public,KNVV,blind,text
public,KNVV,carrier_notif,text
public,KNVV,cvp_xblck_v,text
public,KNVV,incov,text
public,KNVV,inco2_l,text
public,KNVV,inco3_l,text
public,KNVV,/BEV1/EMLGPFAND,text
public,KNVV,/BEV1/EMLGFORTS,text
public,KNVV,/XLSO/CUST_DIS,text
public,KNVV,/XLSO/COMP_NAME,text
public,KNVV,/XLSO/INDUSTRY,text
public,KNVV,/XLSO/H_NUMBER,text
public,KNVV,/XLSO/STREET,text
public,KNVV,/XLSO/POST_CODE,text
public,KNVV,/XLSO/CITY,text
public,KNVV,/XLSO/REGION,text
public,KNVV,/XLSO/COUNTRY,text
public,KNVV,/XLSO/INACTIVE,text
public,KNVV,fsh_kvgr6,text
public,KNVV,fsh_kvgr7,text
public,KNVV,fsh_kvgr8,text
public,KNVV,fsh_kvgr9,text
public,KNVV,fsh_kvgr10,text
public,KNVV,fsh_grreg,text
public,KNVV,fsh_resgy,text
public,KNVV,fsh_sc_cid,text
public,KNVV,fsh_vas_detc,text
public,KNVV,fsh_vas_cg,text
public,KNVV,fsh_grsgy,text
public,KNVV,fsh_ss,text
public,KNVV,fsh_msocdc,text
public,KNVV,fsh_msopid,text
